Trait1	Trait2	RatioModified1	RatioModified2	OverlapProteins	OverlapProteoforms	Type
BloodPressure	HeartFunctionTests	0.289116	0.142857	1	0	sep
BloodPressure	HepatitisAutoimmune	0.289116	0	1	0	sep
BloodPressure	Hepcidins	0.289116	0.222222	1	0	sep
BloodPressure	HipFractures	0.289116	0	1	0	sep
BloodPressure	Homocysteine	0.289116	0.166667	3	0	sep
BloodPressure	HormoneReplacementTherapy	0.289116	0	1	0	sep
BloodPressure	Hydrochlorothiazide	0.289116	0.333333	1	0	sep
BloodPressure	HydroxymethylglutarylCoAReductases	0.289116	0.166667	4	0	sep
BloodPressure	Hypospadias	0.289116	0.125	2	0	sep
BloodPressure	Hypothyroidism	0.289116	0.192308	2	0	sep
BloodPressure	Immunoglobulins	0.289116	0.333333	1	0	sep
BloodPressure	InfluenzaAVirusH1N1Subtype	0.289116	0.209302	1	0	sep
BloodPressure	Insulin_LikeGrowthFactorI	0.289116	0.166667	2	0	sep
BloodPressure	Insulin_SecretingCells	0.289116	0.125	1	0	sep
BloodPressure	Intelligence	0.289116	0.285714	1	0	sep
BloodPressure	Interferon_alpha	0.289116	0.166667	1	0	sep
BloodPressure	Interleukin_6	0.289116	0.25	1	0	sep
BloodPressure	IntracranialAneurysm	0.289116	0.166667	1	0	sep
BloodPressure	Iron	0.289116	0.166667	2	0	sep
BloodPressure	KidneyDiseases	0.289116	0	1	0	sep
BloodPressure	Lactation	0.289116	0	1	0	sep
BloodPressure	Language	0.289116	0	1	0	sep
BloodPressure	Leptin	0.289116	0.142857	2	0	sep
BloodPressure	LeukocyteCount	0.289116	0.117647	1	0	sep
BloodPressure	Leukopenia	0.289116	0	1	0	sep
BloodPressure	LinoleicAcid	0.289116	0.852941	1	0	sep
BloodPressure	Linoleoyl_CoADesaturase	0.289116	0	1	0	sep
BloodPressure	LipoproteinsVLDL	0.289116	0.196429	4	1	opo
BloodPressure	Lithium	0.289116	0.3	1	0	sep
BloodPressure	LiverCirrhosisAlcoholic	0.289116	0	1	0	sep
BloodPressure	Longevity	0.289116	0.26087	1	0	sep
BloodPressure	LungNeoplasms	0.289116	0.302326	1	0	sep
BloodPressure	LupusErythematosusSystemic	0.289116	0.255605	5	0	sep
BloodPressure	LuteinizingHormone	0.289116	0.222222	1	0	sep
BloodPressure	Magnesium	0.289116	0.347826	1	0	sep
BloodPressure	Malaria	0.289116	0.142857	1	0	sep
BloodPressure	Mannose	0.289116	0	1	0	sep
BloodPressure	MatrixMetalloproteinases	0.289116	0	1	0	sep
BloodPressure	MedicineKoreanTraditional	0.289116	0	1	0	sep
BloodPressure	Melanoma	0.289116	0.285714	1	0	sep
BloodPressure	Memory	0.289116	0	2	0	sep
BloodPressure	Menarche	0.289116	0.189394	3	0	sep
BloodPressure	Menopause	0.289116	0.0909091	1	0	sep
BloodPressure	MentalCompetency	0.289116	0.214286	1	0	sep
BloodPressure	MentalDisorders	0.289116	0.478261	2	0	sep
BloodPressure	MentalProcesses	0.289116	0	2	0	sep
BloodPressure	MigrainewithoutAura	0.289116	0.285714	1	0	sep
BloodPressure	MouthAbnormalities	0.289116	0.3125	1	0	sep
BloodPressure	MultipleSclerosis	0.289116	0.114286	1	0	sep
BloodPressure	MuscleSkeletal	0.289116	0.333333	1	0	sep
BloodPressure	Muscles	0.289116	0	1	0	sep
BloodPressure	MyeloproliferativeDisorders	0.289116	0.714286	1	0	sep
BloodPressure	Narcolepsy	0.289116	0.323529	1	0	sep
BloodPressure	NasopharyngealNeoplasms	0.289116	0.038961	1	0	sep
BloodPressure	Neuroblastoma	0.289116	0.0833333	1	0	sep
BloodPressure	NeuropsychologicalTests	0.289116	0	3	0	sep
BloodPressure	Obesity	0.289116	0.176471	4	0	sep
BloodPressure	Odontogenesis	0.289116	0.166667	1	0	sep
BloodPressure	Osteoarthritis	0.289116	0.142857	1	0	sep
BloodPressure	Osteoporosis	0.289116	0.0666667	3	0	sep
BloodPressure	Osteoprotegerin	0.289116	0	1	0	sep
BloodPressure	Otosclerosis	0.289116	0	1	0	sep
BloodPressure	OvarianNeoplasms	0.289116	0.480769	1	0	sep
BloodPressure	Paclitaxel	0.289116	0	1	0	sep
BloodPressure	Periodontitis	0.289116	0.111111	1	0	sep
BloodPressure	Peroxidase	0.289116	0	1	0	sep
BloodPressure	Personality	0.289116	0	1	0	sep
BloodPressure	Phospholipids	0.289116	0.047619	2	0	sep
BloodPressure	PrecursorB_CellLymphoblasticLeukemia_Lymphoma	0.289116	0.142857	1	0	sep
BloodPressure	PrecursorCellLymphoblasticLeukemia_Lymphoma	0.289116	0.307692	1	0	sep
BloodPressure	Prostate_SpecificAntigen	0.289116	0.230769	1	0	sep
BloodPressure	ProstaticNeoplasms	0.289116	0.295082	1	0	sep
BloodPressure	ProteinC	0.289116	0.428571	1	0	sep
BloodPressure	ProteinS	0.289116	0	1	0	sep
BloodPressure	Proteins	0.289116	0.122449	1	0	sep
BloodPressure	Psoriasis	0.289116	0.222222	2	0	sep
BloodPressure	PsychomotorPerformance	0.289116	0	1	0	sep
BloodPressure	PulmonaryEmphysema	0.289116	0	1	0	sep
BloodPressure	Pulse	0.289116	0.153846	1	0	sep
BloodPressure	Purines	0.289116	0	1	0	sep
BloodPressure	Reading	0.289116	0.2	1	0	sep
BloodPressure	ReceptorsTransferrin	0.289116	0	1	0	sep
BloodPressure	ReceptorsTumorNecrosisFactor	0.289116	0	1	0	sep
BloodPressure	ReceptorsTumorNecrosisFactorTypeII	0.289116	0.857143	1	0	sep
BloodPressure	RefractionOcular	0.289116	0.0666667	2	0	sep
BloodPressure	RenalInsufficiencyChronic	0.289116	0.125	1	0	sep
BloodPressure	Rest	0.289116	0.2	1	0	sep
BloodPressure	Rhabdomyolysis	0.289116	0	1	0	sep
BloodPressure	RhinitisAllergic	0.289116	0	2	0	sep
BloodPressure	SclerodermaSystemic	0.289116	0.205882	2	0	sep
BloodPressure	SerumAlbumin	0.289116	0	1	0	sep
BloodPressure	SevereDengue	0.289116	0	1	0	sep
BloodPressure	SexHormone_BindingGlobulin	0.289116	0.659091	1	0	sep
BloodPressure	Sphingolipids	0.289116	0.25	1	0	sep
BloodPressure	StomachNeoplasms	0.289116	0.3	1	0	sep
BloodPressure	StressPsychological	0.289116	0	1	0	sep
BloodPressure	SubcutaneousFat	0.289116	0	1	0	sep
BloodPressure	SulfonylureaCompounds	0.289116	0.2	1	0	sep
BloodPressure	Toluene24_Diisocyanate	0.289116	0.357143	1	0	sep
BloodPressure	Tooth	0.289116	0.2	1	0	sep
BloodPressure	Transferrin	0.289116	0.230769	1	0	sep
BloodPressure	Transplants	0.289116	0.551724	1	0	sep
BloodPressure	UricAcid	0.289116	0.325581	7	0	sep
BloodPressure	Urinalysis	0.289116	0.166667	2	0	sep
BloodPressure	Urine	0.289116	0.125	1	0	sep
BloodPressure	VaricoseVeins	0.289116	0.235294	2	0	sep
BloodPressure	VitaminK	0.289116	0.545455	1	0	sep
BloodPressure	Waist_HipRatio	0.289116	0.166667	4	1	opo
BloodPressure	WhiteMatter	0.289116	0.190476	2	0	sep
BloodPressure	Zinc	0.289116	0	1	0	sep
BloodPressure	alpha1_Antitrypsin	0.289116	0	2	0	sep
BloodPressure	alpha_LinolenicAcid	0.289116	0	1	0	sep
BloodPressure	beta2_Microglobulin	0.289116	0.038961	1	0	sep
BloodPressure	docosapentaenoicacid	0.289116	0	3	0	sep
BloodPressure	gamma_Glutamyltransferase	0.289116	0.153846	2	0	sep
BloodPressure	gamma_LinolenicAcid	0.289116	0	1	0	sep
BloodPressure	samsoeum	0.289116	0	1	0	sep
BloodViscosity	AdenocarcinomaOfEsophagus	0.333333	0.1875	1	0	sep
BloodViscosity	Albuminuria	0.333333	0.0666667	1	0	sep
BloodViscosity	ApolipoproteinsB	0.333333	0.166667	1	0	sep
BloodViscosity	ArthritisRheumatoid	0.333333	0.208633	1	0	sep
BloodViscosity	BarrettEsophagus	0.333333	0.166667	1	0	sep
BloodViscosity	Brain	0.333333	0.28	1	0	sep
BloodViscosity	BronchodilatorAgents	0.333333	0.172932	2	0	sep
BloodViscosity	CholesterolLDL	0.333333	0.366102	1	0	sep
BloodViscosity	DrugResistance	0.333333	0.111111	1	0	sep
BloodViscosity	Education	0.333333	0.317881	1	0	sep
BloodViscosity	ExerciseTest	0.333333	0.153846	1	0	sep
BloodViscosity	ForcedExpiratoryVolume	0.333333	0.181818	1	0	sep
BloodViscosity	HemoglobinA2	0.333333	0.0714286	1	0	sep
BloodViscosity	HemoglobinAGlycosylated	0.333333	0.285714	1	0	sep
BloodViscosity	Interleukin_6	0.333333	0.25	1	0	sep
BloodViscosity	Lipids	0.333333	0.303571	1	0	sep
BloodViscosity	LipoproteinsVLDL	0.333333	0.196429	1	0	sep
BloodViscosity	LungVolumeMeasurements	0.333333	0.219178	2	0	sep
BloodViscosity	MentalCompetency	0.333333	0.214286	1	0	sep
BloodViscosity	Osteoarthritis	0.333333	0.142857	1	0	sep
BloodViscosity	PlateletFunctionTests	0.333333	0.321212	1	0	sep
BloodViscosity	Pulse	0.333333	0.153846	1	0	sep
BloodViscosity	SexualDysfunctionsPsychological	0.333333	0.25	1	0	sep
BloodViscosity	Survival	0.333333	0.238095	1	0	sep
BodyComposition	BodyMassIndex	0.333333	0.365989	1	0	sep
BodyComposition	BodyWeight	0.333333	0.335878	1	0	sep
BodyComposition	CircadianRhythm	0.333333	0.0857143	1	0	sep
BodyComposition	Sleep	0.333333	0.125	1	0	sep
BodyComposition	SleepInitiationandMaintenanceDisorders	0.333333	0	1	0	sep
BodyFatDistribution	AdenocarcinomaOfEsophagus	0.294118	0.1875	1	0	sep
BodyFatDistribution	AdiposeTissue	0.294118	0.0909091	1	0	sep
BodyFatDistribution	AlcoholDrinking	0.294118	0.189189	1	0	sep
BodyFatDistribution	AlzheimerDisease	0.294118	0.246154	1	0	sep
BodyFatDistribution	Amyloidbeta_Peptides	0.294118	0.2	1	0	sep
BodyFatDistribution	AntipsychoticAgents	0.294118	0.111111	1	0	sep
BodyFatDistribution	AtrialFibrillation	0.294118	0.229167	1	0	sep
BodyFatDistribution	BarrettEsophagus	0.294118	0.166667	1	0	sep
BodyFatDistribution	BodyHeight	0.294118	0.339093	1	0	sep
BodyFatDistribution	BodyMassIndex	0.294118	0.365989	4	0	sep
BodyFatDistribution	BodyWeight	0.294118	0.335878	3	0	sep
BodyFatDistribution	BodyWeightsandMeasures	0.294118	0.272727	1	0	sep
BodyFatDistribution	Breast	0.294118	0.357143	1	0	sep
BodyFatDistribution	BreastNeoplasms	0.294118	0.298319	1	0	sep
BodyFatDistribution	C_ReactiveProtein	0.294118	0.11194	3	0	sep
BodyFatDistribution	Cadmium	0.294118	0	1	0	sep
BodyFatDistribution	CerebralAmyloidAngiopathy	0.294118	0	1	0	sep
BodyFatDistribution	Cholesterol	0.294118	0.231527	1	0	sep
BodyFatDistribution	CholesterolHDL	0.294118	0.253472	3	0	sep
BodyFatDistribution	CoronaryArteryDisease	0.294118	0.5	1	0	sep
BodyFatDistribution	CoronaryDisease	0.294118	0.338983	1	0	sep
BodyFatDistribution	CrohnDisease	0.294118	0.254826	1	0	sep
BodyFatDistribution	Dementia	0.294118	0	1	0	sep
BodyFatDistribution	DiabetesMellitus	0.294118	0.244444	1	0	sep
BodyFatDistribution	DigestiveSystemDiseases	0.294118	0	1	0	sep
BodyFatDistribution	Echocardiography	0.294118	0.349398	1	0	sep
BodyFatDistribution	Electrocardiography	0.294118	0.3	1	0	sep
BodyFatDistribution	EnergyIntake	0.294118	0.2	1	0	sep
BodyFatDistribution	ErythrocyteCount	0.294118	0.27907	1	0	sep
BodyFatDistribution	ErythrocyteIndices	0.294118	0.252427	1	0	sep
BodyFatDistribution	Glucose	0.294118	0.244898	1	0	sep
BodyFatDistribution	HeartFailure	0.294118	0.209302	1	0	sep
BodyFatDistribution	Hematocrit	0.294118	0.317073	2	0	sep
BodyFatDistribution	Hemoglobins	0.294118	0.35	1	0	sep
BodyFatDistribution	Hip	0.294118	0.439114	5	0	sep
BodyFatDistribution	InflammatoryBowelDiseases	0.294118	0.301471	2	0	sep
BodyFatDistribution	Leptin	0.294118	0.142857	1	0	sep
BodyFatDistribution	Leukopenia	0.294118	0	1	0	sep
BodyFatDistribution	MedicineKoreanTraditional	0.294118	0	1	0	sep
BodyFatDistribution	Melanoma	0.294118	0.285714	2	0	sep
BodyFatDistribution	Memory	0.294118	0	1	0	sep
BodyFatDistribution	Menarche	0.294118	0.189394	4	0	sep
BodyFatDistribution	MetabolicSyndromeX	0.294118	0.342857	1	0	sep
BodyFatDistribution	Mortality	0.294118	0.23913	1	0	sep
BodyFatDistribution	Neoplasms	0.294118	0.207547	1	0	sep
BodyFatDistribution	NeurofibrillaryTangles	0.294118	0	1	0	sep
BodyFatDistribution	NeuropsychologicalTests	0.294118	0	1	0	sep
BodyFatDistribution	Nevus	0.294118	0	1	0	sep
BodyFatDistribution	Odontogenesis	0.294118	0.166667	1	0	sep
BodyFatDistribution	PlaqueAmyloid	0.294118	0	1	0	sep
BodyFatDistribution	PulmonaryDiseaseChronicObstructive	0.294118	0.0909091	1	0	sep
BodyFatDistribution	Purines	0.294118	0	1	0	sep
BodyFatDistribution	ReceptorsTumorNecrosisFactorTypeII	0.294118	0.857143	1	0	sep
BodyFatDistribution	Schizophrenia	0.294118	0.396783	1	0	sep
BodyFatDistribution	Stroke	0.294118	0.178571	1	0	sep
BodyFatDistribution	SubcutaneousFat	0.294118	0	1	0	sep
BodyFatDistribution	ToothEruption	0.294118	0.0769231	1	0	sep
BodyFatDistribution	Triglycerides	0.294118	0.279279	3	0	sep
BodyFatDistribution	Urinalysis	0.294118	0.166667	1	0	sep
BodyFatDistribution	WaistCircumference	0.294118	0.571429	3	0	sep
BodyFatDistribution	Waist_HipRatio	0.294118	0.166667	2	0	sep
BodyFatDistribution	samsoeum	0.294118	0	1	0	sep
BodyHeight	AcneVulgaris	0.339093	0	1	0	sep
BodyHeight	AdiposeTissue	0.339093	0.0909091	2	0	sep
BodyHeight	AlanineTransaminase	0.339093	0.1	2	0	sep
BodyHeight	AlcoholDrinking	0.339093	0.189189	1	0	sep
BodyHeight	Alopecia	0.339093	0.210526	3	0	sep
BodyHeight	Anthracyclines	0.339093	0	1	0	sep
BodyHeight	AntineoplasticAgents	0.339093	0.105263	2	0	sep
BodyHeight	AntipsychoticAgents	0.339093	0.111111	1	0	sep
BodyHeight	AnxietyDisorders	0.339093	0	1	0	sep
BodyHeight	ApolipoproteinA_I	0.339093	0	3	0	sep
BodyHeight	ApolipoproteinsB	0.339093	0.166667	1	0	sep
BodyHeight	ArachidonicAcid	0.339093	0	1	0	sep
BodyHeight	ArterialPressure	0.339093	0.176471	1	0	sep
BodyHeight	AtrialNatriureticFactor	0.339093	0	1	0	sep
BodyHeight	AutismSpectrumDisorder	0.339093	0	1	0	sep
BodyHeight	AxialLengthEye	0.339093	0	2	0	sep
BodyHeight	BirthWeight	0.339093	0	1	0	sep
BodyHeight	BloodProteins	0.339093	0.153846	2	0	sep
BodyHeight	Brain	0.339093	0.28	2	0	sep
BodyHeight	C_Peptide	0.339093	0	1	0	sep
BodyHeight	Calcium	0.339093	0	1	0	sep
BodyHeight	Calcium_BindingProteins	0.339093	0	1	0	sep
BodyHeight	CarcinomaEndometrioid	0.339093	0.424242	2	0	sep
BodyHeight	CarcinomaSquamousCell	0.339093	0.258065	2	0	sep
BodyHeight	Cardiomegaly	0.339093	0.65	1	0	sep
BodyHeight	CarotidArteries	0.339093	0	1	0	sep
BodyHeight	Cartilage	0.339093	0.695652	4	0	sep
BodyHeight	CerebrospinalFluid	0.339093	0.351648	1	0	sep
BodyHeight	ChemicalandDrugInducedLiverInjury	0.339093	0.1875	1	0	sep
BodyHeight	Chin	0.339093	0.0833333	2	0	sep
BodyHeight	CircadianRhythm	0.339093	0.0857143	1	0	sep
BodyHeight	Cocaine_RelatedDisorders	0.339093	0	1	0	sep
BodyHeight	Coffee	0.339093	0.307692	1	0	sep
BodyHeight	Cognition	0.339093	0.375	1	0	sep
BodyHeight	ColitisUlcerative	0.339093	0.298507	5	0	sep
BodyHeight	ColorectalNeoplasms	0.339093	0.296296	1	0	sep
BodyHeight	ComplementC4	0.339093	0.307692	2	0	sep
BodyHeight	CornealPachymetry	0.339093	0.576923	1	0	sep
BodyHeight	CoronaryArteryDisease	0.339093	0.5	2	0	sep
BodyHeight	Craniosynostoses	0.339093	0	1	0	sep
BodyHeight	DiagnosticSelfEvaluation	0.339093	0	1	0	sep
BodyHeight	Diet	0.339093	0.25	1	0	sep
BodyHeight	DrugResistance	0.339093	0.111111	1	0	sep
BodyHeight	EicosapentaenoicAcid	0.339093	0.285714	1	0	sep
BodyHeight	Emphysema	0.339093	0.166667	1	0	sep
BodyHeight	EndometrialNeoplasms	0.339093	0.416667	1	0	sep
BodyHeight	Epilepsy	0.339093	0.105263	1	0	sep
BodyHeight	EsophagealNeoplasms	0.339093	0.230769	1	0	sep
BodyHeight	Estradiol	0.339093	0.166667	1	0	sep
BodyHeight	Exanthema	0.339093	0.181818	1	0	sep
BodyHeight	ExfoliationSyndrome	0.339093	0	1	0	sep
BodyHeight	Exhalation	0.339093	0	1	0	sep
BodyHeight	Eye	0.339093	0	1	0	sep
BodyHeight	Face	0.339093	0.625	3	0	sep
BodyHeight	FactorVII	0.339093	0.4	1	0	sep
BodyHeight	FattyAcids	0.339093	0.0909091	1	0	sep
BodyHeight	FattyAcidsOmega_6	0.339093	0	1	0	sep
BodyHeight	Fenofibrate	0.339093	0.0625	3	0	sep
BodyHeight	Fibrinogen	0.339093	0.204819	3	0	sep
BodyHeight	FollicleStimulatingHormone	0.339093	0.230769	1	0	sep
BodyHeight	GRNproteinhuman	0.339093	0.375	1	0	sep
BodyHeight	Gallstones	0.339093	0	1	0	sep
BodyHeight	Gases	0.339093	0	2	0	sep
BodyHeight	GlucoseToleranceTest	0.339093	0.166667	1	0	sep
BodyHeight	Glycerophospholipids	0.339093	0.2	1	0	sep
BodyHeight	Growth	0.339093	0	2	0	sep
BodyHeight	HIV	0.339093	0	1	0	sep
BodyHeight	Head	0.339093	0	1	0	sep
BodyHeight	HematologicTests	0.339093	0.25	1	0	sep
BodyHeight	Hepatitis	0.339093	0	1	0	sep
BodyHeight	HerniaInguinal	0.339093	0.25	1	0	sep
BodyHeight	HipFractures	0.339093	0	1	0	sep
BodyHeight	Hydrochlorothiazide	0.339093	0.333333	1	0	sep
BodyHeight	Hypertension	0.339093	0.0857143	4	0	sep
BodyHeight	Hypertriglyceridemia	0.339093	0.214286	1	0	sep
BodyHeight	Hypospadias	0.339093	0.125	1	0	sep
BodyHeight	InsulinResistance	0.339093	0.135135	4	0	sep
BodyHeight	Insulin_LikeGrowthFactorI	0.339093	0.166667	3	0	sep
BodyHeight	Insulin_SecretingCells	0.339093	0.125	1	0	sep
BodyHeight	IntracranialAneurysm	0.339093	0.166667	1	0	sep
BodyHeight	IntraocularPressure	0.339093	0.333333	1	0	sep
BodyHeight	KidneyDiseases	0.339093	0	1	0	sep
BodyHeight	Lactation	0.339093	0	1	0	sep
BodyHeight	Leiomyoma	0.339093	0	1	0	sep
BodyHeight	Leptin	0.339093	0.142857	1	0	sep
BodyHeight	Linoleoyl_CoADesaturase	0.339093	0	1	0	sep
BodyHeight	LipoproteinsVLDL	0.339093	0.196429	2	0	sep
BodyHeight	LiverDiseases	0.339093	0.2	2	0	sep
BodyHeight	LungNeoplasms	0.339093	0.302326	1	0	sep
BodyHeight	LupusNephritis	0.339093	0	1	0	sep
BodyHeight	Magnesium	0.339093	0.347826	1	0	sep
BodyHeight	Mannose	0.339093	0	1	0	sep
BodyHeight	MentalCompetency	0.339093	0.214286	6	0	sep
BodyHeight	Metabolism	0.339093	0.375839	8	0	sep
BodyHeight	Metabolome	0.339093	0.111111	1	0	sep
BodyHeight	Microbiota	0.339093	0.333333	1	0	sep
BodyHeight	MigraineDisorders	0.339093	0.211538	3	0	sep
BodyHeight	MouthNeoplasms	0.339093	0	1	0	sep
BodyHeight	Muscles	0.339093	0	1	0	sep
BodyHeight	MyocardialInfarction	0.339093	0.418182	2	0	sep
BodyHeight	Myopia	0.339093	0.52381	2	0	sep
BodyHeight	Neuroblastoma	0.339093	0.0833333	1	0	sep
BodyHeight	NeuropsychologicalTests	0.339093	0	1	0	sep
BodyHeight	Neuroticism	0.339093	0.185185	2	0	sep
BodyHeight	Nose	0.339093	0.521739	2	0	sep
BodyHeight	Obesity	0.339093	0.176471	2	0	sep
BodyHeight	Odontogenesis	0.339093	0.166667	2	0	sep
BodyHeight	OpticDisk	0.339093	0.446809	2	0	sep
BodyHeight	OropharyngealNeoplasms	0.339093	0	1	0	sep
BodyHeight	Ossificationoftheposteriorlongitudinalligamentofthespine	0.339093	0	1	0	sep
BodyHeight	Osteoarthritis	0.339093	0.142857	1	0	sep
BodyHeight	Otitis	0.339093	0.24	1	0	sep
BodyHeight	OvarianNeoplasms	0.339093	0.480769	1	0	sep
BodyHeight	PapillomavirusVaccines	0.339093	0	1	0	sep
BodyHeight	PharyngealNeoplasms	0.339093	0	1	0	sep
BodyHeight	Phospholipids	0.339093	0.047619	3	0	sep
BodyHeight	Pneumonia	0.339093	0	1	0	sep
BodyHeight	PrecursorCellLymphoblasticLeukemia_Lymphoma	0.339093	0.307692	1	0	sep
BodyHeight	ProstaticNeoplasms	0.339093	0.295082	4	0	sep
BodyHeight	ProteinC	0.339093	0.428571	1	0	sep
BodyHeight	Proteins	0.339093	0.122449	1	0	sep
BodyHeight	PsychotropicDrugs	0.339093	0.25	1	0	sep
BodyHeight	Puberty	0.339093	0	2	0	sep
BodyHeight	PulmonaryDiseaseChronicObstructive	0.339093	0.0909091	3	0	sep
BodyHeight	PulmonaryEmbolism	0.339093	0.25	1	0	sep
BodyHeight	PulmonaryEmphysema	0.339093	0	1	0	sep
BodyHeight	Pulse	0.339093	0.153846	2	0	sep
BodyHeight	QuetiapineFumarate	0.339093	0	1	0	sep
BodyHeight	RefractionOcular	0.339093	0.0666667	1	0	sep
BodyHeight	RenalInsufficiencyChronic	0.339093	0.125	2	0	sep
BodyHeight	RhinitisAllergic	0.339093	0	1	0	sep
BodyHeight	RotatorCuff	0.339093	0	1	0	sep
BodyHeight	Sepsis	0.339093	0	1	0	sep
BodyHeight	SerumAlbumin	0.339093	0	2	0	sep
BodyHeight	SexHormone_BindingGlobulin	0.339093	0.659091	1	0	sep
BodyHeight	ShockSeptic	0.339093	0	1	0	sep
BodyHeight	SleepWakeDisorders	0.339093	0	1	0	sep
BodyHeight	Sodium	0.339093	0	1	0	sep
BodyHeight	Sphingolipids	0.339093	0.25	1	0	sep
BodyHeight	SpondylitisAnkylosing	0.339093	0.295455	1	0	sep
BodyHeight	Stevens_JohnsonSyndrome	0.339093	0	1	0	sep
BodyHeight	StressPsychological	0.339093	0	1	0	sep
BodyHeight	SulfonylureaCompounds	0.339093	0.2	3	0	sep
BodyHeight	SupranuclearPalsyProgressive	0.339093	0	1	0	sep
BodyHeight	SurvivalRate	0.339093	0	1	0	sep
BodyHeight	Thrombin	0.339093	0	1	0	sep
BodyHeight	Thrombosis	0.339093	0.25	1	0	sep
BodyHeight	ThyroidDiseases	0.339093	0.333333	1	0	sep
BodyHeight	ToothEruption	0.339093	0.0769231	1	0	sep
BodyHeight	TransFattyAcids	0.339093	0	1	0	sep
BodyHeight	Trichloroethylene	0.339093	0	1	0	sep
BodyHeight	UterineCervicalNeoplasms	0.339093	0	1	0	sep
BodyHeight	VaricoseVeins	0.339093	0.235294	3	0	sep
BodyHeight	VitalCapacity	0.339093	0	3	0	sep
BodyHeight	Voice	0.339093	0.25	1	0	sep
BodyHeight	WetMacularDegeneration	0.339093	0.453125	3	0	sep
BodyHeight	WhiteMatter	0.339093	0.190476	1	0	sep
BodyHeight	YangDeficiency	0.339093	0	1	0	sep
BodyHeight	alpha1_Antitrypsin	0.339093	0	1	0	sep
BodyHeight	alpha_LinolenicAcid	0.339093	0	1	0	sep
BodyHeight	alpha_Tocopherol	0.339093	0	1	0	sep
BodyHeight	docosapentaenoicacid	0.339093	0	3	0	sep
BodyHeight	gamma_Glutamyltransferase	0.339093	0.153846	1	0	sep
BodyHeight	gamma_LinolenicAcid	0.339093	0	1	0	sep
BodyHeight	hemoglobinA1cproteinhuman	0.339093	0.0526316	1	0	sep
BodyHeight	irinotecan	0.339093	0	1	0	sep
BodyHeight	lamotrigine	0.339093	0.181818	1	0	sep
BodyHeight	lipoproteinA_I	0.339093	0.227273	2	0	sep
BodyHeight	vonWillebrandFactor	0.339093	0	2	0	sep
BodyMassIndex	3_hydroxy_1_methylpropylmercapturicacid	0.365989	0.166667	4	0	sep
BodyMassIndex	AbdominalFat	0.365989	0.2	1	0	sep
BodyMassIndex	AcneVulgaris	0.365989	0	1	0	sep
BodyMassIndex	AcuteCoronarySyndrome	0.365989	0.1	1	0	sep
BodyMassIndex	Acute_On_ChronicLiverFailure	0.365989	0	2	0	sep
BodyMassIndex	AdiposeTissue	0.365989	0.0909091	2	0	sep
BodyMassIndex	Agranulocytosis	0.365989	0.0169492	3	0	sep
BodyMassIndex	Albuminuria	0.365989	0.0666667	2	0	sep
BodyMassIndex	AlcoholDrinking	0.365989	0.189189	5	0	sep
BodyMassIndex	Alcoholism	0.365989	0.05	2	0	sep
BodyMassIndex	AlkalinePhosphatase	0.365989	0.1875	1	0	sep
BodyMassIndex	Alopecia	0.365989	0.210526	2	0	sep
BodyMassIndex	Amyloidbeta_Peptides	0.365989	0.2	2	0	sep
BodyMassIndex	Angiotensin_ConvertingEnzymeInhibitors	0.365989	0.0909091	2	0	sep
BodyMassIndex	Anthropometry	0.365989	0.2	1	0	sep
BodyMassIndex	AntibodiesAntinuclear	0.365989	0	1	0	sep
BodyMassIndex	AntibodiesAntiphospholipid	0.365989	0	1	0	sep
BodyMassIndex	Antigens	0.365989	0	2	0	sep
BodyMassIndex	AntipsychoticAgents	0.365989	0.111111	1	0	sep
BodyMassIndex	ApolipoproteinA_I	0.365989	0	2	0	sep
BodyMassIndex	ApolipoproteinsC	0.365989	0	1	0	sep
BodyMassIndex	ArachidonicAcid	0.365989	0	1	0	sep
BodyMassIndex	ArterialPressure	0.365989	0.176471	6	0	sep
BodyMassIndex	ArthritisPsoriatic	0.365989	0.0181818	1	0	sep
BodyMassIndex	Atherosclerosis	0.365989	0	1	0	sep
BodyMassIndex	AutisticDisorder	0.365989	0.230769	1	0	sep
BodyMassIndex	AxialLengthEye	0.365989	0	3	0	sep
BodyMassIndex	BehcetSyndrome	0.365989	0.0909091	1	0	sep
BodyMassIndex	BirthWeight	0.365989	0	3	0	sep
BodyMassIndex	BloodGlucose	0.365989	0.2	1	0	sep
BodyMassIndex	BloodProteins	0.365989	0.153846	2	0	sep
BodyMassIndex	Brain	0.365989	0.28	2	0	sep
BodyMassIndex	Breast	0.365989	0.357143	1	0	sep
BodyMassIndex	BronchitisChronic	0.365989	0.25	1	0	sep
BodyMassIndex	Bupropion	0.365989	0.25	1	0	sep
BodyMassIndex	C_Peptide	0.365989	0	1	0	sep
BodyMassIndex	Cadmium	0.365989	0	1	0	sep
BodyMassIndex	Calcium	0.365989	0	2	0	sep
BodyMassIndex	Cannabis	0.365989	0	1	0	sep
BodyMassIndex	CarcinomaHepatocellular	0.365989	0.0740741	2	0	sep
BodyMassIndex	CarcinomaRenalCell	0.365989	0.428571	1	0	sep
BodyMassIndex	CarcinomaSquamousCell	0.365989	0.258065	3	0	sep
BodyMassIndex	CardiovascularDiseases	0.365989	0.410256	6	0	sep
BodyMassIndex	CarotidArteries	0.365989	0	1	0	sep
BodyMassIndex	Cartilage	0.365989	0.695652	1	0	sep
