Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-168274	"Export of Viral Ribonucleoproteins from Nucleus"	32	32	1.0	0.523621264291329	No	0.0	3	35	0.08571428571428572	A8CG34,O14980,O15504,O75694,P0DMV8,P12270,P35658,P37198,P49790,P49792,P52948,P57740,P62826,P78406,Q12769,Q5SRE5,Q7Z3B4,Q8N1F7,Q8NFH3,Q8NFH4,Q8NFH5,Q8TEM1,Q8WUM0,Q92621,Q96EE3,Q96HA1,Q99567,Q9BTX1,Q9BVL2,Q9BW27,Q9NRG9,Q9UKX7	R-HSA-168857,R-HSA-168880,R-HSA-192746
R-HSA-9036866	"Expression and Processing of Neurotrophins"	4	4	1.0	0.5665678598010263	No	0.0	5	4	1.25	P01138,P09958,P29122,Q92824	R-HSA-167014,R-HSA-167047,R-HSA-187020,R-HSA-187035,R-HSA-187045
R-HSA-180786	"Extension of Telomeres"	30	30	1.0	0.5243890738887678	No	0.0	21	30	0.7	O14746,O60832,P09884,P12004,P15927,P18858,P27694,P28340,P35244,P35249,P35250,P35251,P39748,P40937,P40938,P49005,P49642,P49643,P51530,P56282,Q07864,Q14181,Q15054,Q9BUR4,Q9HCU8,Q9NR33,Q9NRF9,Q9NX24,Q9Y230,Q9Y265	R-HSA-163090,R-HSA-163096,R-HSA-163099,R-HSA-163120,R-HSA-164616,R-HSA-164617,R-HSA-164620,R-HSA-174425,R-HSA-174427,R-HSA-174438,R-HSA-174439,R-HSA-174441,R-HSA-174444,R-HSA-174445,R-HSA-174446,R-HSA-174447,R-HSA-174448,R-HSA-174451,R-HSA-174452,R-HSA-174456,R-HSA-176702
R-HSA-1474244	"Extracellular matrix organization"	292	292	1.0	0.5081190143154868	No	0.0	275	777	0.3539253539253539	A6NHC0,A6NMZ7,A8MX76,A8TX70,O00468,O00469,O14594,O14672,O14815,O14936,O15072,O15146,O15230,O15232,O15460,O15484,O43184,O43897,O60568,O60882,O60911,O75056,O75096,O75173,O75578,O75718,O75808,O95393,O95450,O95460,O95967,P00747,P01023,P01033,P01127,P01137,P02452,P02458,P02461,P02462,P02671,P02675,P02679,P02751,P02766,P03952,P03956,P04004,P04085,P04632,P05106,P05107,P05121,P05362,P05556,P05997,P06756,P07237,P07384,P07477,P07478,P07585,P07711,P07858,P07942,P07996,P08123,P08246,P08253,P08254,P08311,P08514,P08572,P08648,P09038,P09237,P09238,P09486,P09958,P10451,P10600,P10915,P11047,P11215,P11532,P12107,P12109,P12110,P12111,P12643,P12644,P12814,P12830,P13497,P13591,P13598,P13611,P13612,P13674,P13688,P13942,P14543,P14780,P16035,P16070,P16112,P16144,P16284,P17252,P17301,P17538,P17655,P18075,P18084,P18564,P18827,P19320,P20151,P20701,P20702,P20807,P20810,P20849,P20908,P21810,P21815,P21941,P22105,P22894,P23142,P23229,P23284,P23946,P24043,P24347,P24821,P25067,P25391,P25774,P25940,P26006,P26010,P26012,P27658,P28300,P29400,P31431,P31997,P32942,P34741,P35555,P35556,P35613,P35968,P38570,P39059,P39060,P39900,P40199,P42574,P43026,P43235,P45452,P48509,P49747,P49768,P49862,P50281,P50454,P51511,P51512,P51884,P53420,P53708,P55001,P55081,P55082,P55083,P55268,P56199,P57087,P58215,P61812,P78325,P78536,P98095,P98160,Q01955,Q02388,Q02809,Q03001,Q03692,Q05707,Q06828,Q07092,Q08345,Q08397,Q08722,Q12805,Q13316,Q13332,Q13349,Q13361,Q13443,Q13444,Q13477,Q13683,Q13751,Q13753,Q13797,Q14031,Q14050,Q14055,Q14112,Q14118,Q14766,Q14767,Q14773,Q14993,Q15113,Q15149,Q15661,Q16363,Q16787,Q16832,Q17RW2,Q2UY09,Q32P28,Q5TAT6,Q5TCZ1,Q6MZZ7,Q6ZSI9,Q75N90,Q7Z4N8,Q86Y22,Q8IU80,Q8IUZ5,Q8IVL5,Q8IVL6,Q8IX30,Q8IYK4,Q8IZC6,Q8N2S1,Q8NBJ5,Q8NFW1,Q8TE57,Q8TE60,Q8WXS8,Q92542,Q92626,Q92743,Q92752,Q96A83,Q96GW7,Q96JB6,Q96L46,Q96P44,Q99542,Q99715,Q9BQ16,Q9BX67,Q9BXN1,Q9BXS0,Q9H013,Q9HB63,Q9HC96,Q9NPA2,Q9NS15,Q9NZW4,Q9P218,Q9P2N4,Q9UBM4,Q9UBX5,Q9UHI8,Q9UKX5,Q9UKZ9,Q9ULB1,Q9ULZ9,Q9UMD9,Q9UMF0,Q9UMQ6,Q9UNA0,Q9UP79,Q9UQP3,Q9Y296,Q9Y4K0,Q9Y5R2,Q9Y624,Q9Y6L7,Q9Y6N6,Q9Y6Q1,Q9Y6W3	R-HSA-114560,R-HSA-114563,R-HSA-1454781,R-HSA-1454791,R-HSA-1454822,R-HSA-1454843,R-HSA-1458433,R-HSA-1474196,R-HSA-1474197,R-HSA-1474210,R-HSA-1474213,R-HSA-1564112,R-HSA-1564117,R-HSA-1564120,R-HSA-1564142,R-HSA-1564143,R-HSA-1564164,R-HSA-1564169,R-HSA-1564179,R-HSA-1564184,R-HSA-1566962,R-HSA-1566979,R-HSA-1566981,R-HSA-1592270,R-HSA-1592278,R-HSA-1592297,R-HSA-1592310,R-HSA-1592314,R-HSA-1592316,R-HSA-1592349,R-HSA-1592362,R-HSA-1592371,R-HSA-1592387,R-HSA-1592436,R-HSA-1602454,R-HSA-1602466,R-HSA-1602473,R-HSA-1602484,R-HSA-1602488,R-HSA-1604350,R-HSA-1604359,R-HSA-1604360,R-HSA-1604368,R-HSA-1604690,R-HSA-1604712,R-HSA-1604722,R-HSA-1604731,R-HSA-1604732,R-HSA-1604741,R-HSA-1604752,R-HSA-1604763,R-HSA-1614460,R-HSA-1614461,R-HSA-1650808,R-HSA-1980233,R-HSA-1981104,R-HSA-1981120,R-HSA-1981128,R-HSA-1981157,R-HSA-198941,R-HSA-199032,R-HSA-199050,R-HSA-2002401,R-HSA-2002428,R-HSA-2002440,R-HSA-2002460,R-HSA-2002466,R-HSA-2022073,R-HSA-2022141,R-HSA-202704,R-HSA-202706,R-HSA-202718,R-HSA-202723,R-HSA-202727,R-HSA-204434,R-HSA-210304,R-HSA-2129357,R-HSA-2129385,R-HSA-216040,R-HSA-216043,R-HSA-216045,R-HSA-216048,R-HSA-216050,R-HSA-216051,R-HSA-216058,R-HSA-216061,R-HSA-216064,R-HSA-216068,R-HSA-216069,R-HSA-216072,R-HSA-216076,R-HSA-216082,R-HSA-2161282,R-HSA-2168046,R-HSA-2168923,R-HSA-2168960,R-HSA-2168982,R-HSA-2172405,R-HSA-2213192,R-HSA-2213200,R-HSA-2213207,R-HSA-2213210,R-HSA-2214324,R-HSA-2214330,R-HSA-2318623,R-HSA-2327695,R-HSA-2327733,R-HSA-2327738,R-HSA-2327803,R-HSA-2327886,R-HSA-2327909,R-HSA-2328033,R-HSA-2328037,R-HSA-2328048,R-HSA-2328129,R-HSA-2328145,R-HSA-2395320,R-HSA-2395328,R-HSA-2395340,R-HSA-2395364,R-HSA-2396029,R-HSA-2396079,R-HSA-2396083,R-HSA-2396113,R-HSA-2396124,R-HSA-2396234,R-HSA-2396337,R-HSA-2396370,R-HSA-2396395,R-HSA-2396399,R-HSA-2424243,R-HSA-2424246,R-HSA-2424252,R-HSA-2426259,R-HSA-2426263,R-HSA-2426355,R-HSA-2426450,R-HSA-2426471,R-HSA-2426530,R-HSA-2465883,R-HSA-2465890,R-HSA-2466106,R-HSA-2466238,R-HSA-2467436,R-HSA-2467633,R-HSA-2467659,R-HSA-2467665,R-HSA-2467716,R-HSA-2470555,R-HSA-2471842,R-HSA-2473511,R-HSA-2473596,R-HSA-2482180,R-HSA-2484882,R-HSA-2484965,R-HSA-2485111,R-HSA-2485148,R-HSA-2514772,R-HSA-2514823,R-HSA-2514831,R-HSA-2533874,R-HSA-2533944,R-HSA-2533950,R-HSA-2533965,R-HSA-2533970,R-HSA-2534160,R-HSA-2534206,R-HSA-2534240,R-HSA-2534248,R-HSA-2534260,R-HSA-2537665,R-HSA-2545196,R-HSA-2559639,R-HSA-265422,R-HSA-265423,R-HSA-265424,R-HSA-265425,R-HSA-265426,R-HSA-265427,R-HSA-265428,R-HSA-265429,R-HSA-2681667,R-HSA-2681675,R-HSA-2681681,R-HSA-2681694,R-HSA-2684507,R-HSA-2731074,R-HSA-2731075,R-HSA-2731078,R-HSA-2731081,R-HSA-2731122,R-HSA-2731123,R-HSA-2731141,R-HSA-2731147,R-HSA-2731149,R-HSA-2750177,R-HSA-2750181,R-HSA-2750187,R-HSA-2752115,R-HSA-2752118,R-HSA-2752125,R-HSA-349593,R-HSA-349603,R-HSA-349626,R-HSA-375135,R-HSA-3785684,R-HSA-3787997,R-HSA-3788061,R-HSA-3788075,R-HSA-3791149,R-HSA-3791155,R-HSA-3791295,R-HSA-3791319,R-HSA-3814820,R-HSA-3827958,R-HSA-3828025,R-HSA-3907292,R-HSA-4084505,R-HSA-4084507,R-HSA-4084903,R-HSA-4084910,R-HSA-4084912,R-HSA-4085083,R-HSA-4085087,R-HSA-4085133,R-HSA-4086132,R-HSA-4086200,R-HSA-4086204,R-HSA-4086205,R-HSA-4086216,R-HSA-4086223,R-HSA-4088218,R-HSA-4088220,R-HSA-4088264,R-HSA-4088281,R-HSA-4224014,R-HSA-4539779,R-HSA-5696408,R-HSA-8848658,R-HSA-8855825,R-HSA-8940554,R-HSA-8940561,R-HSA-8941234,R-HSA-8942302,R-HSA-8943959,R-HSA-8944214,R-HSA-8944215,R-HSA-8944216,R-HSA-8944218,R-HSA-8944219,R-HSA-8944220,R-HSA-8944223,R-HSA-8944225,R-HSA-8944227,R-HSA-8944229,R-HSA-8944230,R-HSA-8944232,R-HSA-8944233,R-HSA-8944236,R-HSA-8944240,R-HSA-8944242,R-HSA-8944246,R-HSA-8944247,R-HSA-8944250,R-HSA-8944254,R-HSA-8944255,R-HSA-8944257,R-HSA-8944261,R-HSA-8944262,R-HSA-8944263,R-HSA-8944265,R-HSA-8944266,R-HSA-8948219,R-HSA-8948228,R-HSA-8948230
R-HSA-140834	"Extrinsic Pathway of Fibrin Clot Formation"	5	5	1.0	0.5595493568882131	No	0.0	8	9	0.8888888888888888	P00740,P00742,P08709,P10646,P13726	R-HSA-140736,R-HSA-140748,R-HSA-140761,R-HSA-140769,R-HSA-140777,R-HSA-140783,R-HSA-140823,R-HSA-140825
R-HSA-8854050	"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis"	10	10	1.0	0.5421311110794712	No	0.0	4	12	0.3333333333333333	O14965,P0CG47,P0CG48,P62877,P62979,P62987,P63208,Q13616,Q96ME1,Q9UJT9	R-HSA-8853496,R-HSA-8854041,R-HSA-8854051,R-HSA-8854052
R-HSA-2871809	"FCERI mediated Ca+2 mobilization"	114	114	1.0	0.5126635527180117	No	0.0	10	124	0.08064516129032258	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,O43561,O43865,O75791,O95644,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01854,P04211,P04430,P04432,P04433,P06310,P06312,P06315,P06331,P07948,P0CF74,P0CG04,P0CG05,P0CG06,P0DP23,P15498,P16298,P16885,P19174,P23083,P29353,P42680,P42681,P43405,P52735,P62993,P63098,P80748,Q06187,Q07889,Q08209,Q08881,Q12968,Q13094,Q13469,Q14571,Q14573,Q14643,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0,Q9UKW4	R-HSA-169680,R-HSA-169683,R-HSA-2730833,R-HSA-2730847,R-HSA-2730858,R-HSA-2730867,R-HSA-2730872,R-HSA-2730885,R-HSA-2730888,R-HSA-74448
R-HSA-2871796	"FCERI mediated MAPK activation"	115	115	1.0	0.5126101999218438	No	0.0	20	130	0.15384615384615385	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,O14733,O43561,O75791,P01100,P01111,P01112,P01116,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01854,P04211,P04430,P04432,P04433,P05412,P06310,P06312,P06315,P06331,P07948,P0CF74,P0CG04,P0CG05,P0CG06,P15498,P16885,P19174,P23083,P27361,P28482,P29353,P43405,P45983,P45984,P45985,P52735,P53779,P62993,P63000,P80748,Q07889,Q13094,Q13153,Q13177,Q13233,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0,Q9UKW4	R-HSA-168136,R-HSA-168162,R-HSA-2396561,R-HSA-2396599,R-HSA-2396606,R-HSA-2424477,R-HSA-2730840,R-HSA-2730841,R-HSA-2730844,R-HSA-2730851,R-HSA-2730856,R-HSA-2730868,R-HSA-2730886,R-HSA-2730887,R-HSA-2730889,R-HSA-2730892,R-HSA-2730896,R-HSA-450292,R-HSA-450325,R-HSA-450348
R-HSA-2871837	"FCERI mediated NF-kB activation"	105	105	1.0	0.5131779321393687	No	0.0	10	112	0.08928571428571429	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,O14920,O15111,O43318,O95267,O95999,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01854,P04211,P04430,P04432,P04433,P06310,P06312,P06315,P06331,P07948,P0CF74,P0CG04,P0CG05,P0CG06,P19838,P23083,P25963,P80748,Q04206,Q04759,Q15750,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0,Q7LDG7,Q8N5C8,Q8TDF6,Q9BXL7,Q9NYJ8,Q9UDY8,Q9Y4K3,Q9Y6K9	R-HSA-202328,R-HSA-202541,R-HSA-2730835,R-HSA-2730836,R-HSA-2730861,R-HSA-2730863,R-HSA-2730864,R-HSA-2730871,R-HSA-2730876,R-HSA-2730882
R-HSA-2029481	"FCGR activation"	95	95	1.0	0.5138341136459312	No	0.0	5	99	0.050505050505050504	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01857,P01859,P01860,P01861,P04211,P04430,P04432,P04433,P06310,P06312,P06315,P06331,P08637,P09693,P0CF74,P0CG04,P0CG05,P0CG06,P12314,P12318,P20963,P23083,P43405,P80748,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0	R-HSA-1861621,R-HSA-2029449,R-HSA-2029452,R-HSA-2029455,R-HSA-2029457
R-HSA-190242	"FGFR1 ligand binding and activation"	16	16	1.0	0.5333323144619757	No	0.0	7	21	0.3333333333333333	O15520,O60258,P05230,P08620,P09038,P10767,P11362,P11487,P12034,P23352,P31371,P55075,Q9GZV9,Q9HCT0,Q9NP95,Q9UEF7	R-HSA-190245,R-HSA-190256,R-HSA-190268,R-HSA-190427,R-HSA-190429,R-HSA-191062,R-HSA-5654515
R-HSA-1839124	"FGFR1 mutant receptor activation"	31	31	1.0	0.5239958491499384	No	0.0	24	55	0.43636363636363634	O15164,O60258,O94905,O95429,O95684,P05230,P08620,P09038,P10767,P11274,P11362,P12034,P27986,P31371,P39880,P40763,P42224,P42229,P42336,P51692,P55075,P62993,Q16630,Q32MZ4,Q7Z7A1,Q92614,Q9GZV9,Q9NP95,Q9NVK5,Q9UBW7,Q9UQC2	R-HSA-1839031,R-HSA-1839039,R-HSA-1839065,R-HSA-1839067,R-HSA-1839080,R-HSA-1839091,R-HSA-1839095,R-HSA-1839102,R-HSA-1839107,R-HSA-1839110,R-HSA-1839112,R-HSA-1839114,R-HSA-1888198,R-HSA-1982065,R-HSA-1982066,R-HSA-2023451,R-HSA-2023455,R-HSA-2023456,R-HSA-2023460,R-HSA-2023462,R-HSA-5654544,R-HSA-5654545,R-HSA-8853322,R-HSA-8853325
R-HSA-190370	"FGFR1b ligand binding and activation"	6	6	1.0	0.55436720271584	No	0.0	2	7	0.2857142857142857	O15520,P05230,P09038,P11362,P11487,Q9HCT0	R-HSA-190245,R-HSA-190427
R-HSA-190374	"FGFR1c and Klotho ligand binding and activation"	3	3	1.0	0.5768425830551305	No	0.0	2	5	0.4	P11362,Q9GZV9,Q9UEF7	R-HSA-190268,R-HSA-191062
R-HSA-190373	"FGFR1c ligand binding and activation"	12	12	1.0	0.5384693980923729	No	0.0	3	13	0.23076923076923078	O60258,P05230,P08620,P09038,P10767,P11362,P12034,P23352,P31371,P55075,Q9GZV9,Q9NP95	R-HSA-190256,R-HSA-190429,R-HSA-5654515
R-HSA-6803529	"FGFR2 alternative splicing"	26	26	1.0	0.5261834360129357	No	0.0	2	26	0.07692307692307693	O15514,O43251,P09651,P13984,P19387,P19388,P24928,P26599,P30876,P31483,P31943,P35269,P36954,P52272,P52298,P52434,P52435,P52597,P53803,P61218,P62487,P62875,Q01085,Q09161,Q6NXG1,Q9H6T0	R-HSA-6803523,R-HSA-6803527
R-HSA-190241	"FGFR2 ligand binding and activation"	20	20	1.0	0.5298291614879824	No	0.0	3	27	0.1111111111111111	O15520,O43320,O60258,O76093,P05230,P08620,P09038,P10767,P11487,P12034,P21781,P21802,P31371,P55075,Q14512,Q8TAT2,Q9BYJ0,Q9GZV9,Q9HCT0,Q9NP95	R-HSA-190408,R-HSA-190413,R-HSA-5656070
R-HSA-1839126	"FGFR2 mutant receptor activation"	17	17	1.0	0.5323413269909887	No	0.0	17	27	0.6296296296296297	O15520,O43320,O60258,O76093,P05230,P08620,P09038,P10767,P11487,P12034,P21781,P21802,P31371,P55075,Q9GZV9,Q9HCT0,Q9NP95	R-HSA-2029983,R-HSA-2029984,R-HSA-2029988,R-HSA-2029989,R-HSA-2029992,R-HSA-2033472,R-HSA-2033474,R-HSA-2033479,R-HSA-2033486,R-HSA-2033488,R-HSA-2033490,R-HSA-2067713,R-HSA-2077421,R-HSA-2077424,R-HSA-8853313,R-HSA-8853319,R-HSA-8853320
R-HSA-190377	"FGFR2b ligand binding and activation"	10	10	1.0	0.5421311110794712	No	0.0	2	13	0.15384615384615385	O15520,P05230,P09038,P11487,P21781,P21802,Q14512,Q8TAT2,Q9BYJ0,Q9HCT0	R-HSA-190408,R-HSA-5656070
R-HSA-190375	"FGFR2c ligand binding and activation"	13	13	1.0	0.5369647499225385	No	0.0	1	16	0.0625	O43320,O60258,O76093,P05230,P08620,P09038,P10767,P12034,P21802,P31371,P55075,Q9GZV9,Q9NP95	R-HSA-190413
R-HSA-190239	"FGFR3 ligand binding and activation"	13	13	1.0	0.5369647499225385	No	0.0	5	17	0.29411764705882354	O43320,O60258,O76093,P05230,P08620,P09038,P12034,P22607,P31371,P55075,Q14435,Q9GZV9,Q9NP95	R-HSA-190261,R-HSA-190263,R-HSA-190385,R-HSA-190388,R-HSA-8851619
R-HSA-2033514	"FGFR3 mutant receptor activation"	12	12	1.0	0.5384693980923729	No	0.0	9	18	0.5	O43320,O60258,O76093,P05230,P08620,P09038,P12034,P22607,P31371,P55075,Q9GZV9,Q9NP95	R-HSA-2012073,R-HSA-2012074,R-HSA-2012082,R-HSA-2012084,R-HSA-2033476,R-HSA-2033485,R-HSA-2038386,R-HSA-2038387,R-HSA-2077420
R-HSA-190371	"FGFR3b ligand binding and activation"	7	7	1.0	0.5503396446695104	No	0.0	2	8	0.25	O60258,O76093,P05230,P22607,P31371,P55075,Q9NP95	R-HSA-190263,R-HSA-190385
R-HSA-190372	"FGFR3c ligand binding and activation"	13	13	1.0	0.5369647499225385	No	0.0	3	15	0.2	O43320,O60258,O76093,P05230,P08620,P09038,P12034,P22607,P31371,P55075,Q14435,Q9GZV9,Q9NP95	R-HSA-190261,R-HSA-190388,R-HSA-8851619
R-HSA-190322	"FGFR4 ligand binding and activation"	14	14	1.0	0.5356245926787373	No	0.0	4	15	0.26666666666666666	O43320,O60258,O76093,O95750,P05230,P08620,P09038,P10767,P22455,P31371,P55075,Q86Z14,Q9GZV9,Q9NP95	R-HSA-1307955,R-HSA-1307963,R-HSA-190265,R-HSA-190326
R-HSA-1839128	"FGFR4 mutant receptor activation"	1	1	1.0	0.6321384351326492	No	0.0	5	2	2.5	P22455	R-HSA-2012086,R-HSA-2012087,R-HSA-2038944,R-HSA-2038946,R-HSA-2046363
R-HSA-5658623	"FGFRL1 modulation of FGFR1 signaling"	13	13	1.0	0.5369647499225385	No	0.0	2	13	0.15384615384615385	O15520,O60258,O76093,P08620,P09038,P11487,P12034,P55075,Q7Z698,Q7Z699,Q8N441,Q9GZV9,Q9HCT0	R-HSA-5654510,R-HSA-5654511
R-HSA-217271	"FMO oxidises nucleophiles"	3	3	1.0	0.5768425830551305	No	0.0	3	3	1.0	P31513,Q01740,Q99518	R-HSA-139970,R-HSA-217255,R-HSA-217258
R-HSA-5654693	"FRS-mediated FGFR1 signaling"	23	23	1.0	0.5278271990091662	No	0.0	9	29	0.3103448275862069	O15520,O43559,O60258,P01111,P01112,P01116,P05230,P08620,P09038,P10767,P11362,P11487,P12034,P31371,P55075,P62993,Q06124,Q07889,Q8WU20,Q9GZV9,Q9HCT0,Q9NP95,Q9UEF7	R-HSA-5654392,R-HSA-5654569,R-HSA-5654571,R-HSA-5654575,R-HSA-5654578,R-HSA-5654584,R-HSA-5654586,R-HSA-5654587,R-HSA-8941623
R-HSA-5654700	"FRS-mediated FGFR2 signaling"	25	25	1.0	0.5266982692679109	No	0.0	9	32	0.28125	O15520,O43320,O43559,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P10767,P11487,P12034,P21781,P21802,P31371,P55075,P62993,Q06124,Q07889,Q8WU20,Q9GZV9,Q9HCT0,Q9NP95	R-HSA-5654397,R-HSA-5654399,R-HSA-5654603,R-HSA-5654605,R-HSA-5654607,R-HSA-5654608,R-HSA-5654615,R-HSA-5654618,R-HSA-8941618
R-HSA-5654706	"FRS-mediated FGFR3 signaling"	20	20	1.0	0.5298291614879824	No	0.0	9	25	0.36	O43320,O43559,O60258,O76093,P01111,P01112,P01116,P05230,P08620,P09038,P12034,P22607,P31371,P55075,P62993,Q06124,Q07889,Q8WU20,Q9GZV9,Q9NP95	R-HSA-5654408,R-HSA-5654409,R-HSA-5654413,R-HSA-5654416,R-HSA-5654623,R-HSA-5654628,R-HSA-5654631,R-HSA-5654633,R-HSA-8941628
R-HSA-5654712	"FRS-mediated FGFR4 signaling"	22	22	1.0	0.5284487129675034	No	0.0	9	26	0.34615384615384615	O43320,O43559,O60258,O76093,O95750,P01111,P01112,P01116,P05230,P08620,P09038,P10767,P22455,P31371,P55075,P62993,Q06124,Q07889,Q86Z14,Q8WU20,Q9GZV9,Q9NP95	R-HSA-5654418,R-HSA-5654422,R-HSA-5654651,R-HSA-5654653,R-HSA-5654655,R-HSA-5654658,R-HSA-5654663,R-HSA-5654664,R-HSA-8941613
R-HSA-983231	"Factors involved in megakaryocyte development and platelet production"	121	121	1.0	0.512304264251554	No	0.0	39	127	0.30708661417322836	B7ZC32,O00139,O14492,O14782,O15066,O15315,O15525,O43502,O43572,O43896,O60333,O60341,O60674,O60675,O75037,O95140,O95235,O95239,P00519,P04637,P10242,P10644,P10914,P13861,P14316,P15976,P17612,P20339,P22612,P22694,P23769,P23771,P24941,P30291,P31321,P31323,P33176,P43694,P45973,P47755,P47756,P52732,P52907,P60953,P63000,P68431,P84243,Q00535,Q02224,Q02241,Q07866,Q12756,Q12840,Q13547,Q13572,Q14185,Q14807,Q15652,Q16621,Q2KJY2,Q2TAC6,Q2VIQ3,Q5JSL3,Q5VZK9,Q66K46,Q6P597,Q6PKD1,Q6ZMV9,Q71DI3,Q7Z4S6,Q86VH2,Q86Y91,Q8IWA4,Q8IX07,Q8IZD9,Q8N1I0,Q8N4N8,Q8NF50,Q8NI77,Q8TDN4,Q8WW38,Q92608,Q92667,Q92769,Q92845,Q92908,Q96AC6,Q96BD5,Q96BY6,Q96FN5,Q96HP0,Q96L93,Q96N67,Q96Q89,Q96ST3,Q99661,Q9BTV7,Q9BW19,Q9BWX5,Q9BZ29,Q9H0B6,Q9H0H5,Q9H1K0,Q9H4M9,Q9H7D0,Q9HAQ2,Q9NQT8,Q9NRF2,Q9NRW7,Q9NS87,Q9NSK0,Q9NZN3,Q9NZN4,Q9P0W2,Q9UIJ7,Q9UIL4,Q9UKL0,Q9ULI4,Q9ULX9,Q9UQQ2,Q9Y496	R-HSA-1008200,R-HSA-1008240,R-HSA-1008248,R-HSA-1011576,R-HSA-1011598,R-HSA-1011600,R-HSA-1013833,R-HSA-1013881,R-HSA-2267372,R-HSA-879459,R-HSA-983194,R-HSA-983218,R-HSA-983266,R-HSA-983285,R-HSA-984606,R-HSA-984609,R-HSA-984648,R-HSA-984671,R-HSA-984689,R-HSA-984708,R-HSA-984733,R-HSA-984775,R-HSA-984821,R-HSA-990478,R-HSA-990489,R-HSA-992696,R-HSA-992703,R-HSA-992708,R-HSA-994020,R-HSA-994038,R-HSA-994106,R-HSA-994137,R-HSA-994140,R-HSA-994148,R-HSA-994169,R-HSA-996727,R-HSA-996755,R-HSA-997237,R-HSA-997263
